"Relative Time (Process)","env.ppo.num_actors: 16384 - _step","env.ppo.num_actors: 16384 - _step__MIN","env.ppo.num_actors: 16384 - _step__MAX","env.ppo.num_actors: 16384 - rewards/time","env.ppo.num_actors: 16384 - rewards/time__MIN","env.ppo.num_actors: 16384 - rewards/time__MAX","env.ppo.num_actors: 8192 - _step","env.ppo.num_actors: 8192 - _step__MIN","env.ppo.num_actors: 8192 - _step__MAX","env.ppo.num_actors: 8192 - rewards/time","env.ppo.num_actors: 8192 - rewards/time__MIN","env.ppo.num_actors: 8192 - rewards/time__MAX","env.ppo.num_actors: 4096 - _step","env.ppo.num_actors: 4096 - _step__MIN","env.ppo.num_actors: 4096 - _step__MAX","env.ppo.num_actors: 4096 - rewards/time","env.ppo.num_actors: 4096 - rewards/time__MIN","env.ppo.num_actors: 4096 - rewards/time__MAX","env.ppo.num_actors: 2048 - _step","env.ppo.num_actors: 2048 - _step__MIN","env.ppo.num_actors: 2048 - _step__MAX","env.ppo.num_actors: 2048 - rewards/time","env.ppo.num_actors: 2048 - rewards/time__MIN","env.ppo.num_actors: 2048 - rewards/time__MAX","env.ppo.num_actors: 128 - _step","env.ppo.num_actors: 128 - _step__MIN","env.ppo.num_actors: 128 - _step__MAX","env.ppo.num_actors: 128 - rewards/time","env.ppo.num_actors: 128 - rewards/time__MIN","env.ppo.num_actors: 128 - rewards/time__MAX","env.ppo.num_actors: 1024 - _step","env.ppo.num_actors: 1024 - _step__MIN","env.ppo.num_actors: 1024 - _step__MAX","env.ppo.num_actors: 1024 - rewards/time","env.ppo.num_actors: 1024 - rewards/time__MIN","env.ppo.num_actors: 1024 - rewards/time__MAX","env.ppo.num_actors: 512 - _step","env.ppo.num_actors: 512 - _step__MIN","env.ppo.num_actors: 512 - _step__MAX","env.ppo.num_actors: 512 - rewards/time","env.ppo.num_actors: 512 - rewards/time__MIN","env.ppo.num_actors: 512 - rewards/time__MAX","env.ppo.num_actors: 256 - _step","env.ppo.num_actors: 256 - _step__MIN","env.ppo.num_actors: 256 - _step__MAX","env.ppo.num_actors: 256 - rewards/time","env.ppo.num_actors: 256 - rewards/time__MIN","env.ppo.num_actors: 256 - rewards/time__MAX","env.ppo.num_actors: 64 - _step","env.ppo.num_actors: 64 - _step__MIN","env.ppo.num_actors: 64 - _step__MAX","env.ppo.num_actors: 64 - rewards/time","env.ppo.num_actors: 64 - rewards/time__MIN","env.ppo.num_actors: 64 - rewards/time__MAX"
"4013","","","","","","","","","","","","","7274","7179","7353","5245.03759765625","4241.70263671875","6151.95068359375","7933.166666666667","7850","8028","5375.844156901042","5194.09912109375","5640.8798828125","12143.333333333334","11986","12454","5277.440049913194","4649.54736328125","5808.95654296875","","","","","","","9028","8936","9079","5432.642159598215","4461.056640625","5936.76904296875","9230.42857142857","9194","9257","5236.056082589285","4411.9072265625","5809.99755859375","13491","13219","13699","4138.675835503473","3634.0576171875","4490.34130859375"
"4014","","","","","","","","","","","","","7266.4","7181","7354","5486.55625","4298.9736328125","6169.6484375","7935.166666666667","7852","8030","5383.526285807292","5189.455078125","5654.400390625","12146.333333333334","11989","12457","5239.394965277777","4672.001953125","5730.6181640625","","","","","","","9010.142857142857","8938","9081","5430.106236049107","4435.78955078125","5976.9599609375","9231.5","9196","9259","5174.326334635417","4356.6337890625","5829.89697265625","13488.545454545454","13222","13703","4123.439142400568","3656.029296875","4489.92822265625"
"4015","","","","","","","","","","","","","7282.833333333333","7183","7356","5267.013346354167","4268.4873046875","6136.2744140625","7937.166666666667","7854","8032","5377.902669270833","5157.34033203125","5625.0224609375","12149.333333333334","11992","12460","5231.203016493056","4592.26416015625","5696.048828125","","","","","","","9027.857142857143","8941","9083","5235.523716517857","4466.9306640625","5987.62109375","9232.875","9198","9262","5152.2232666015625","4308.52880859375","5866.87353515625","13504.2","13226","13706","4146.4644775390625","3674.692626953125","4488.40625"
"4016","","","","","","","","","","","","","7304.6","7185","7358","5109.1802734375","4280.99853515625","6138.55126953125","7939.166666666667","7856","8034","5349.211344401042","5100.48779296875","5628.72607421875","12152.333333333334","11995","12463","5220.048448350694","4562.26318359375","5655.89501953125","","","","","","","9026.5","8943","9085","5348.343668619792","4478.9990234375","5937.37109375","9237.42857142857","9201","9264","5201.039202008928","4266.82861328125","5876.07373046875","13495.545454545454","13229","13710","4147.47509765625","3709.40625","4473.205078125"
"4017","","","","","","","","","","","","","7286.5","7186","7360","5288.609781901042","4272.759765625","6166.1328125","7941.166666666667","7858","8036","5346.582438151042","5130.947265625","5615.94189453125","12155.333333333334","11998","12466","5263.960394965277","4577.8466796875","5735.841796875","","","","","","","9037","8945","9088","5405.941336495535","4494.90771484375","5917.626953125","9238.5","9203","9266","5199.618896484375","4246.6455078125","5915.2333984375","13511.2","13233","13713","4179.110913085938","3761.732421875","4473.205078125"
"4018","","","","","","","","","","","","","7288.5","7188","7362","5279.524088541667","4300.2626953125","6137.11669921875","7945.4","7860","8038","5348.67080078125","5147.4384765625","5585.73876953125","12158.333333333334","12001","12469","5263.935655381944","4510.38818359375","5773.68408203125","","","","","","","9019.142857142857","8947","9090","5437.742466517857","4523.1044921875","5903.4697265625","9239.875","9205","9269","5154.373046875","4202.294921875","5871.1103515625","13502.545454545454","13236","13717","4169.403053977273","3765.9453125","4476.5263671875"
"4019","","","","","","","","","","","","","7290.5","7190","7364","5297.828043619792","4303.54541015625","6168.62939453125","7944.833333333333","7862","8040","5338.567708333333","5148.35205078125","5620.75537109375","12161.333333333334","12004","12472","5256.625108506944","4509.9248046875","5766.19873046875","","","","","","","9036.857142857143","8950","9092","5242.681640625","4495.92919921875","5881.09130859375","9244.42857142857","9208","9271","5202.636858258928","4250.943359375","5825.1572265625","13511.666666666666","13240","13720","4205.463107638889","3837.833984375","4480.3779296875"
"4020","","","","","","","","","","","","","7287","7192","7366","5263.434765625","4285.029296875","6149.6015625","7945.285714285715","7864","8042","5338.355050223215","5122.65380859375","5613.6884765625","12195.5","12007","12476","5264.08310546875","4446.86669921875","5729.18603515625","","","","","","","9044","8952","9095","5394.952985491072","4389.28857421875","5899.82373046875","9245.5","9210","9273","5182.327880859375","4288.85498046875","5798.1103515625","13539.636363636364","13243","13724","4174.005704012784","3794.3154296875","4483.1123046875"
"4021","","","","","","","","","","","","","7279.4","7194","7367","5477.71474609375","4300.3232421875","6147.21533203125","7951.4","7866","8044","5356.91552734375","5127.5","5633.296875","12152.2","12010","12479","5147.26494140625","4440.478515625","5736.91552734375","","","","","","","9037.833333333334","8954","9097","5326.5224609375","4409.3837890625","5895.64599609375","9246.875","9212","9276","5177.951599121094","4313.1552734375","5845.44482421875","13491.4","13246","13727","4207.733862304687","3801.927734375","4478.5322265625"
"4022","","","","","","","","","","","","","7315.6","7196","7369","5119.94482421875","4284.7529296875","6166.85400390625","7950.833333333333","7868","8046","5330.204264322917","5087.84423828125","5595.61376953125","12171","12014","12482","5240.785590277777","4456.97265625","5775.10302734375","","","","","","","9039.833333333334","8956","9099","5353.707600911458","4449.58447265625","5926.56591796875","9251.42857142857","9215","9278","5278.262346540178","4364.32763671875","5854.79345703125","13546.636363636364","13250","13731","4148.375466086648","3798.455810546875","4444.34912109375"
"4023","","","","","","","","","","","","","7297.5","7197","7371","5271.442789713542","4258.4462890625","6172.4892578125","7952.833333333333","7870","8048","5330.944986979167","5053.95458984375","5653.45849609375","12174","12017","12485","5245.509602864583","4396.13720703125","5820.9892578125","","","","","","","9034.875","8958","9101","5299.0030517578125","4449.32470703125","5903.12255859375","9252.5","9217","9280","5252.817952473958","4400.30419921875","5880.61279296875","13525.333333333334","13253","13734","4191.3193359375","3814.21337890625","4452.92578125"
"4024","","","","","","","","","","","","","7299.5","7199","7373","5281.233154296875","4273.27099609375","6151.83740234375","7954.833333333333","7872","8050","5374.521402994792","5096.0390625","5656.1826171875","12177","12020","12488","5271.599826388889","4470.330078125","5848.99658203125","","","","","","","9053","8961","9104","5347.715680803572","4383.607421875","5757.46728515625","9249.714285714286","9219","9282","5366.075823102678","4449.853515625","5899.47998046875","13509.818181818182","13256","13737","4222.666859019886","3839.509033203125","4454.7841796875"
"4025","","","","","","","","","","","","","7301.5","7201","7375","5283.405924479167","4292.5419921875","6125.4873046875","7956.833333333333","7874","8052","5365.313557942708","5102.7412109375","5618.17822265625","12180","12023","12491","5310.833441840277","4526.9228515625","5877.71728515625","","","","","","","9046.833333333334","8963","9106","5256.015625","4374.19677734375","5732.1396484375","9261.5","9222","9285","5205.84228515625","4466.2236328125","5879.86181640625","13552.9","13260","13741","4176.663891601563","3865.08203125","4450.66162109375"
"4026","","","","","","","","","","","","","7303.5","7203","7377","5285.440022786458","4273.0732421875","6158.900390625","7958.833333333333","7876","8054","5353.132405598958","5121.84423828125","5582.12060546875","12183","12026","12494","5318.859537760417","4534.2021484375","5882.28857421875","","","","","","","9041.875","8965","9108","5197.968200683594","4397.572265625","5730.0498046875","9259.5","9224","9287","5255.725911458333","4492.39111328125","5893.2861328125","13516.818181818182","13263","13744","4245.957852450284","3885.75","4454.9306640625"
"4027","","","","","","","","","","","","","7323.5","7205","7379","5050.774169921875","4295.978515625","6172.4267578125","7960.833333333333","7878","8056","5347.885335286458","5112.31884765625","5586.8359375","12205.125","12029","12497","5250.212585449219","4550.15380859375","5851.0849609375","","","","","","","9051.5","8968","9110","5277.940266927083","4420.99609375","5735.62841796875","9256.714285714286","9226","9289","5330.977190290178","4519.2529296875","5868.2080078125","13564","13267","13748","4179.839111328125","3885.495849609375","4455.7080078125"
"4028","","","","","","","","","","","","","7292","7206","7380","5486.821484375","4290.740234375","6159.0771484375","7962.833333333333","7880","8058","5312.960856119792","5061.2685546875","5606.8134765625","12188.666666666666","12032","12500","5340.760579427083","4619.03466796875","5860.04296875","","","","","","","9062","8970","9113","5363.948381696428","4371.869140625","5798.9560546875","9268.5","9229","9292","5158.079284667969","4535.3359375","5806.640625","13534.5","13270","13751","4194.714080810547","3869.103759765625","4457.42529296875"
"4029","","","","","","","","","","","","","7308.5","7208","7382","5286.416178385417","4286.17138671875","6152.54150390625","7964.833333333333","7882","8060","5334.274007161458","5059.89404296875","5646.9326171875","12222.9","12035","12504","5357.42470703125","4664.435546875","5800.6298828125","","","","","","","9055.833333333334","8972","9115","5297.310465494792","4378.79736328125","5797.71484375","9266.5","9231","9294","5225.599527994792","4572.4169921875","5764.10791015625","13526.818181818182","13273","13754","4232.185102982955","3874.623779296875","4460.33154296875"
"4030","","","","","","","","","","","","","7310.5","7210","7384","5291.027262369792","4290.66162109375","6161.98779296875","7966.833333333333","7884","8062","5351.158203125","5080.4990234375","5653.29345703125","12195","12038","12507","5345.397352430556","4719.15576171875","5812.8125","","","","","","","9050.875","8974","9117","5217.7528076171875","4335.40185546875","5805.509765625","9263.714285714286","9233","9296","5302.313337053572","4587.74951171875","5743.0673828125","13569.9","13277","13758","4179.968359375","3872.987060546875","4460.23291015625"
"4031","","","","","","","","","","","","","7312.5","7212","7386","5292.413167317708","4280.12353515625","6161.19970703125","7968.833333333333","7886","8064","5364.565104166667","5040.94775390625","5685.32666015625","12198","12041","12510","5345.374620225694","4725.75634765625","5822.28662109375","","","","","","","9060.5","8977","9119","5279.809000651042","4392.42236328125","5804.49072265625","9275.5","9236","9299","5183.296569824219","4595.650390625","5769.68212890625","13558.9","13280","13761","4214.204760742187","3885.01806640625","4450.85205078125"
"4032","","","","","","","","","","","","","7314.5","7214","7388","5283.261311848958","4280.3193359375","6143.8515625","7987.2","7888","8066","5273.63984375","5010.31787109375","5655.09912109375","12185.6","12044","12513","5269.85771484375","4769.0029296875","5747.67919921875","","","","","","","9071","8979","9122","5325.723981584822","4421.416015625","5811.857421875","9273.5","9238","9301","5278.430826822917","4604.97412109375","5851.27783203125","13576.6","13283","13765","4160.702124023437","3835.03173828125","4449.822265625"
"4033","","","","","","","","","","","","","7334.5","7216","7390","5037.6524658203125","4283.3671875","6154.078125","7972.5","7889","8068","5349.126302083333","5029.0859375","5649.9267578125","12204.333333333334","12048","12516","5321.226888020833","4829.5712890625","5704.919921875","","","","","","","9064.833333333334","8981","9124","5277.621744791667","4402.55712890625","5811.54736328125","9270.714285714286","9240","9303","5381.269740513393","4612.4287109375","5917.36376953125","13532","13286","13768","4200.780346679688","3798.63623046875","4450.5546875"
"4034","","","","","","","","","","","","","7317.833333333333","7217","7392","5288.984212239583","4290.12744140625","6147.11572265625","7974.5","7891","8070","5382.87451171875","5091.00439453125","5694.94775390625","12207.333333333334","12051","12519","5322.695855034723","4892.59912109375","5706.931640625","","","","","","","9070.57142857143","8983","9126","5152.783412388393","4401.67724609375","5804.8349609375","9282.5","9243","9306","5211.253112792969","4615.39501953125","5953.60009765625","13599.666666666666","13290","13771","4176.148952907986","3827.157470703125","4452.13720703125"
"4035","","","","","","","","","","","","","7305","7219","7393","5483.8548828125","4265.0625","6157.2705078125","7976.5","7893","8072","5375.121256510417","5021.51513671875","5735.80712890625","12210.333333333334","12054","12522","5355.043782552083","4929.9306640625","5706.0009765625","","","","","","","9057.42857142857","8985","9128","5326.360142299107","4345.69482421875","5794.2060546875","9280.5","9245","9308","5316.473551432292","4612.05419921875","5984.470703125","13586.3","13292","13775","4172.520092773438","3875.371826171875","4449.271484375"
"4036","","","","","","","","","","","","","7321.5","7221","7395","5278.768880208333","4252.2900390625","6145.69384765625","7978.5","7895","8074","5371.5869140625","5021.2177734375","5692.4541015625","12213.333333333334","12057","12525","5365.824598524306","4967.115234375","5711.63525390625","","","","","","","9080","8988","9131","5307.487513950893","4377.2890625","5757.27001953125","9277.714285714286","9247","9310","5435.752232142857","4581.3935546875","6022.6943359375","13568.666666666666","13295","13778","4170.178955078125","3844.943603515625","4449.19970703125"
"4037","","","","","","","","","","","","","7323.5","7223","7397","5278.454671223958","4256.7451171875","6146.953125","7980.5","7897","8076","5389.495768229167","5076.09033203125","5709.59423828125","12247.6","12060","12529","5375.154248046875","4958.7578125","5706.22998046875","","","","","","","9073.833333333334","8990","9133","5254.666829427083","4376.8681640625","5783.8505859375","9284.833333333334","9250","9312","5371.967936197917","4589.27783203125","6051.81787109375","13566.181818181818","13298","13782","4170.847789417614","3869.85302734375","4448.15380859375"
"4038","","","","","","","","","","","","","7325.5","7225","7399","5274.805501302083","4275.15576171875","6154.04736328125","7982.5","7899","8078","5380.47314453125","5028.60498046875","5712.1474609375","12219.666666666666","12063","12532","5358.627875434027","4974.90966796875","5662.6474609375","","","","","","","9079.57142857143","8992","9135","5145.814383370535","4407.6298828125","5795.78662109375","9287.333333333334","9252","9315","5372.000759548611","4595.38037109375","6094.3583984375","13567.25","13302","13785","4164.444030761719","3862.82177734375","4438.41552734375"
"4039","","","","","","","","","","","","","7345.5","7227","7401","5032.869384765625","4292.76806640625","6136.7744140625","7984.5","7901","8080","5402.093587239583","5078.5849609375","5690.58251953125","12222.666666666666","12066","12535","5339.402506510417","4985.705078125","5638.7373046875","","","","","","","9066.42857142857","8994","9137","5356.719656808035","4439.99267578125","5821.7880859375","9289.833333333334","9255","9317","5354.412516276042","4557.3837890625","6097.86279296875","13572.636363636364","13305","13789","4165.949662642045","3871.82177734375","4408.81103515625"
"4040","","","","","","","","","","","","","7328.833333333333","7228","7403","5274.107828776042","4305.052734375","6144.5","7986.5","7903","8082","5410.536295572917","5043.55078125","5725.88818359375","12225.666666666666","12069","12538","5330.034233940973","4899.11669921875","5684.4453125","","","","","","","9089","8997","9140","5353.799595424107","4445.13623046875","5853.375","9291.833333333334","9257","9319","5356.643717447917","4566.81591796875","6063.4375","13581.666666666666","13309","13792","4177.990858289931","3918.5673828125","4412.6630859375"
"4041","","","","","","","","","","","","","7330.833333333333","7230","7405","5260.888671875","4219.00537109375","6142.65185546875","7988.5","7905","8084","5381.533772786458","5021.2568359375","5730.5478515625","12228.666666666666","12072","12541","5317.736762152777","4876.908203125","5696.337890625","","","","","","","9086.57142857143","8999","9142","5171.647670200893","4393.57666015625","5857.345703125","9294.333333333334","9259","9322","5325.912814670139","4550.2578125","6041.4755859375","13584.666666666666","13312","13795","4170.965657552083","3940.23046875","4407.29248046875"
"4042","","","","","","","","","","","","","7318","7232","7406","5463.8982421875","4245.4541015625","6157.02734375","7990.5","7907","8086","5399.147867838542","5042.541015625","5737.3583984375","12231.666666666666","12075","12544","5250.248697916667","4772.3232421875","5627.78662109375","","","","","","","9085.166666666666","9001","9144","5310.2138671875","4421.99755859375","5840.181640625","9296.833333333334","9262","9324","5320.118815104167","4526.73095703125","6047.767578125","13575.5","13315","13799","4150.392749023437","3909.142333984375","4381.9443359375"
"4043","","","","","","","","","","","","","7334.5","7234","7408","5270.7353515625","4267.626953125","6158.0322265625","7992.5","7909","8088","5409.432454427083","5056.3603515625","5743.5615234375","12234.666666666666","12078","12547","5241.776312934027","4757.04833984375","5648.9072265625","","","","","","","9084.375","9003","9147","5429.060241699219","4480.13916015625","5823.0625","9298.833333333334","9264","9326","5284.762125651042","4535.89013671875","6037.5625","13591","13319","13802","4157.022243923611","3897.493896484375","4391.966796875"
"4044","","","","","","","","","","","","","7356.4","7236","7410","5094.30166015625","4278.27490234375","6162.9052734375","8008.285714285715","7911","8091","5338.681640625","5037.6259765625","5713.51171875","12237.666666666666","12081","12550","5255.605685763889","4782.74853515625","5663.10986328125","","","","","","","9089.833333333334","9006","9149","5329.859537760417","4522.54248046875","5756.75","9297.875","9266","9328","5369.624206542969","4508.96044921875","6020.6953125","13594.5","13322","13806","4160.7991129557295","3928.16455078125","4394.5146484375"
"4045","","","","","","","","","","","","","7338.166666666667","7237","7412","5262.843587239583","4235.37255859375","6162.166015625","7996.833333333333","7913","8093","5385.245361328125","4972.36474609375","5742.73486328125","12240.666666666666","12084","12553","5278.568630642361","4754.03662109375","5714.0341796875","","","","","","","9095.57142857143","9008","9151","5233.205984933035","4490.12841796875","5806.98486328125","9307.42857142857","9269","9331","5146.469935825893","4511.37109375","6006.859375","13598","13326","13809","4157.905924479167","3918.76708984375","4398.17919921875"
"4046","","","","","","","","","","","","","7334.6","7239","7414","5259.6796875","4283.6416015625","6171.8759765625","7998.833333333333","7915","8095","5423.360595703125","5056.21533203125","5749.00439453125","12258.181818181818","12087","12557","5228.150346235795","4763.5966796875","5711.857421875","","","","","","","9102.714285714286","9010","9154","5432.065080915178","4537.7705078125","5822.6943359375","9305.833333333334","9271","9333","5214.709554036458","4513.81201171875","5958.43359375","13626","13329","13813","4133.90360884233","3871.49609375","4404.994140625"
"4047","","","","","","","","","","","","","7341.833333333333","7241","7416","5275.712483723958","4287.84423828125","6173.8125","8000.833333333333","7917","8097","5397.022786458333","5013.03662109375","5736.66650390625","12247.333333333334","12090","12560","5260.728352864583","4726.27685546875","5784.70361328125","","","","","","","9084.714285714286","9012","9156","5466.791364397322","4520.736328125","5901.533203125","9304.875","9273","9335","5278.770935058594","4500.94091796875","5951.50341796875","13577.7","13332","13816","4177.329150390625","3859.643310546875","4406.74951171875"
"4048","","","","","","","","","","","","","7343.833333333333","7243","7418","5265.435709635417","4284.70751953125","6156.80419921875","8002.833333333333","7919","8099","5392.684244791667","5047.908203125","5689.7861328125","12250.333333333334","12093","12563","5248.559190538194","4609.46240234375","5838.7109375","","","","","","","9102.57142857143","9015","9158","5270.912248883928","4540.9853515625","5887.1162109375","9314.42857142857","9276","9338","5078.535853794643","4433.5234375","5927.791015625","13608","13336","13819","4146.447943793402","3830.692138671875","4397.5185546875"
"4049","","","","","","","","","","","","","7331","7245","7419","5474.3072265625","4297.28271484375","6193.71533203125","8004.833333333333","7921","8101","5407.654703776042","5031.04833984375","5754.689453125","12253.333333333334","12096","12566","5226.831651475694","4634.93994140625","5806.18505859375","","","","","","","9101.166666666666","9017","9160","5358.69677734375","4556.94091796875","5781.2412109375","9312.833333333334","9278","9340","5191.1484375","4420.99951171875","5909.55712890625","13632.2","13339","13823","4108.505908203125","3813.5615234375","4401.03466796875"
"4050","","","","","","","","","","","","","7367.4","7247","7421","5081.12158203125","4263.34375","6182.79541015625","8006.833333333333","7923","8103","5427.078776041667","5074.79296875","5748.861328125","12256.333333333334","12099","12569","5235.100314670139","4614.9326171875","5816.2587890625","","","","","","","9111.714285714286","9019","9163","5428.410295758928","4565.462890625","5793.7490234375","9314.833333333334","9280","9342","5134.60791015625","4393.71142578125","5803.77880859375","13587.4","13342","13826","4144.6158203125","3795.41552734375","4401.23388671875"
"4051","","","","","","","","","","","","","7349.166666666667","7248","7423","5259.553629557292","4262.25341796875","6177.45947265625","8008.833333333333","7925","8105","5402.037841796875","5049.4765625","5734.48681640625","12278.75","12102","12572","5179.023376464844","4623.826171875","5839.59814453125","","","","","","","9093.714285714286","9021","9165","5403.153529575893","4560.06689453125","5772.3798828125","9321.5","9282","9345","5047.90478515625","4343.91064453125","5767.41748046875","13634.444444444445","13346","13830","4091.8628200954863","3825.31689453125","4404.18896484375"
"4052","","","","","","","","","","","","","7351.166666666667","7250","7425","5273.141764322917","4271.75244140625","6188.51611328125","8010.833333333333","7927","8107","5405.660481770833","5039.02685546875","5755.1181640625","12262","12104","12575","5258.925672743056","4631.74560546875","5889.69189453125","","","","","","","9111.57142857143","9024","9167","5247.826869419643","4569.63818359375","5779.09130859375","9319.5","9284","9347","5125.784749348958","4319.66162109375","5794.7548828125","13593.8","13349","13833","4156.0939453125","3846.8408203125","4401.6123046875"
"4053","","","","","","","","","","","","","7353.166666666667","7252","7427","5278.933675130208","4268.1259765625","6197.6181640625","8012.833333333333","7929","8109","5381.009033203125","5066.2822265625","5746.33935546875","12284.5","12107","12578","5163.783447265625","4597.48779296875","5909.54931640625","","","","","","","9118.714285714286","9026","9170","5390.219796316965","4591.09228515625","5787.06298828125","9321.5","9286","9349","5087.455729166667","4284.60498046875","5721.35400390625","13624","13353","13836","4123.984564887152","3835.290771484375","4408.4541015625"
"4054","","","","","","","","","","","","","7349.6","7254","7429","5269.36650390625","4274.8837890625","6197.4873046875","8014.833333333333","7931","8111","5351.619140625","4960.08154296875","5704.67724609375","12299.1","12109","12582","5252.786328125","4565.4873046875","5936.060546875","","","","","","","9112.5","9028","9172","5333.465576171875","4580.46875","5779.13623046875","9324","9288","9352","5093.789659288194","4313.80419921875","5767.91357421875","13615.5","13356","13840","4117.075341796875","3787.04345703125","4415.1640625"
"4055","","","","","","","","","","","","","7342","7256","7430","5488.209765625","4252.06103515625","6208.68603515625","8016.833333333333","7933","8113","5392.213134765625","5005.4599609375","5742.91162109375","12271","12112","12585","5241.292263454861","4544.2216796875","5893.564453125","","","","","","","9102.714285714286","9030","9174","5417.399553571428","4603.90625","5831.609375","9326.5","9291","9354","5110.6767578125","4357.3564453125","5802.09033203125","13636.3","13360","13843","4120.108862304687","3757.52294921875","4420.98779296875"
"4056","","","","","","","","","","","","","7378.4","7258","7432","5115.7599609375","4279.35546875","6218.30126953125","8018.833333333333","7935","8115","5377.11181640625","5024.166015625","5679.49755859375","12274","12115","12588","5215.378526475694","4484.4326171875","5874.30029296875","","","","","","","9120.57142857143","9033","9176","5313.830078125","4614.77099609375","5860.66845703125","9328.5","9293","9356","5138.958333333333","4310.57666015625","5857.46728515625","13633.666666666666","13363","13846","4101.539605034723","3742.1474609375","4390.52978515625"
"4057","","","","","","","","","","","","","7360.166666666667","7259","7434","5279.411295572917","4227.015625","6226.05126953125","8020.833333333333","7937","8117","5398.800537109375","5018.8076171875","5722.14990234375","12296.625","12118","12591","5105.7110595703125","4450.17138671875","5870.6728515625","","","","","","","9127.714285714286","9035","9179","5491.335588727678","4549.67431640625","5883.9609375","9335.25","9295","9359","5046.365234375","4311.54248046875","5918.2509765625","13637.166666666666","13366","13850","4106.415913899739","3752.17333984375","4396.1572265625"
"4058","","","","","","","","","","","","","7362.166666666667","7261","7436","5295.240885416667","4247.62158203125","6233.0673828125","8022.833333333333","7939","8119","5410.131184895833","5024.76513671875","5745.33349609375","12279.666666666666","12120","12594","5193.446126302083","4455.10009765625","5846.89306640625","","","","","","","9121.5","9037","9181","5445.059407552083","4569.78271484375","5893.1708984375","9333.166666666666","9297","9361","5109.434000651042","4237.14501953125","5906.8935546875","13640.666666666666","13370","13853","4121.354546440973","3781.843994140625","4409.11669921875"
"4059","","","","","","","","","","","","","7364.166666666667","7263","7438","5295.05908203125","4264.41943359375","6228.98681640625","8024.833333333333","7941","8121","5419.238362630208","5039.76123046875","5753.0625","12282.666666666666","12123","12597","5214.067437065973","4543.25048828125","5820.03857421875","","","","","","","9123.5","9039","9183","5423.078043619792","4537.490234375","5882.92041015625","9335.166666666666","9299","9363","5126.3916015625","4263.30810546875","5875.71923828125","13644.166666666666","13373","13857","4116.974304199219","3763.97021484375","4411.3623046875"
"4060","","","","","","","","","","","","","7366.166666666667","7265","7440","5294.305582682292","4253.0400390625","6234.1640625","8043.4","7943","8123","5328.97841796875","5021.6708984375","5746.24658203125","12285.666666666666","12126","12600","5248.35205078125","4541.8544921875","5865.7275390625","","","","","","","9126","9041","9186","5390.285047743056","4574.66943359375","5895.40234375","9337.666666666666","9301","9366","5098.855197482639","4152.38134765625","5840.81689453125","13653.7","13377","13860","4099.438208007812","3765.03564453125","4370.7041015625"
"4061","","","","","","","","","","","","","7386.25","7267","7442","5044.727294921875","4252.80810546875","6236.7724609375","8028.5","7944","8125","5409.174397786458","5012.73193359375","5737.68359375","12288.666666666666","12129","12603","5252.883734809027","4548.7587890625","5892.43310546875","","","","","","","9128.5","9044","9188","5410.163004557292","4593.2392578125","5901.591796875","9340.166666666666","9304","9368","5079.55615234375","4145.61474609375","5856.185546875","13672.3","13380","13864","4045.043798828125","3722.804931640625","4336.92724609375"
"4062","","","","","","","","","","","","","7354.6","7268","7443","5500.55322265625","4262.06787109375","6242.634765625","8030.5","7946","8127","5376.960693359375","5016.369140625","5674.54443359375","12291.666666666666","12132","12606","5239.060709635417","4543.20751953125","5859.0869140625","","","","","","","9130.5","9046","9190","5388.740397135417","4565.81591796875","5859.2548828125","9342.166666666666","9306","9370","5061.778076171875","4169.2607421875","5859.8681640625","13635.454545454546","13383","13867","4131.657337535511","3788.500732421875","4345.15185546875"
"4063","","","","","","","","","","","","","7371.166666666667","7270","7445","5309.327962239583","4296.77783203125","6227.298828125","8032.5","7948","8129","5354.974690755208","5016.5107421875","5710.1865234375","12326.2","12135","12610","5239.21572265625","4571.86572265625","5875.7041015625","","","","","","","9141.142857142857","9048","9193","5469.787039620535","4556.234375","5854.8359375","9343.5","9308","9373","5078.420104980469","4201.38818359375","5915.12744140625","13675","13387","13871","4068.2939181857637","3808.87890625","4348.6416015625"
"4064","","","","","","","","","","","","","7373.166666666667","7272","7447","5310.630452473958","4286.244140625","6244.57421875","8034.5","7950","8131","5350.895833333333","4985.94140625","5642.62255859375","12298","12138","12613","5230.130588107639","4661.2578125","5911.49365234375","","","","","","","9127.75","9050","9195","5347.63232421875","4533.86279296875","5892.27978515625","9348.142857142857","9311","9375","5178.182965959822","4257.8427734375","5932.1484375","13642.09090909091","13390","13874","4134.425315163352","3821.641357421875","4348.6416015625"
"4065","","","","","","","","","","","","","7375.166666666667","7274","7449","5324.617919921875","4315.439453125","6245.96044921875","8036.5","7952","8133","5363.103352864583","5044.25927734375","5606.60107421875","12301","12141","12616","5215.661404079861","4714.7822265625","5880.37939453125","","","","","","","9137.5","9053","9197","5357.027750651042","4534.3173828125","5933.46875","9349.166666666666","9313","9377","5207.670491536458","4285.9736328125","5964.3759765625","13686","13394","13878","4101.127490234375","3840.076904296875","4357.88134765625"
